"DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","COUNTY_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","OFFENSE_SUBCAT_ID","OFFENSE_NAME","OFFENSE_SUBCAT_NAME","ACTUAL_COUNT","UNFOUNDED_COUNT","CLEARED_COUNT","JUVENILE_CLEARED_COUNT"
2020,"CO0180000","Douglas","","County","CO","Colorado","Mountain","DOUGLAS","West","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MN0070100","Mankato","","City","MN","Minnesota","West North Central","BLUE EARTH","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,1
2020,"MD0140100","Howard County Police Department","","County","MD","Maryland","South Atlantic","HOWARD","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2020,"NJ0061000","Millville","","City","NJ","New Jersey","Middle Atlantic","CUMBERLAND","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",2,0,2,0
2020,"NJ0160300","Haledon","","City","NJ","New Jersey","Middle Atlantic","PASSAIC","Northeast","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,1
2020,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","MARICOPA","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",8,0,3,0
2020,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","MARICOPA","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",4,0,2,0
2020,"MO0510300","Warrensburg","","City","MO","Missouri","West North Central","JOHNSON","Midwest","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"IN0840000","Vigo","","County","IN","Indiana","East North Central","VIGO","Midwest","9B","MSA counties from 25,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2020,"IN0530000","Monroe","","County","IN","Indiana","East North Central","MONROE","Midwest","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"WA0110200","Pasco","","City","WA","Washington","Pacific","FRANKLIN","West","3","Cities from 50,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"NM0010000","Bernalillo","","County","NM","New Mexico","Mountain","BERNALILLO","West","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"NM0010000","Bernalillo","","County","NM","New Mexico","Mountain","BERNALILLO","West","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"ND0530200","Williston","","City","ND","North Dakota","West North Central","WILLIAMS","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"OH0570000","Montgomery","","County","OH","Ohio","East North Central","MONTGOMERY","Midwest","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","CLARK","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",3,0,0,0
2020,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","CLARK","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"UT0021700","Tremonton Garland","","City","UT","Utah","Mountain","BOX ELDER","West","5","Cities from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2018,"MI2502500","State Police:","Genesee County","State Police","MI","Michigan","East North Central","GENESEE","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"CT0013100","Southington","","City","CT","Connecticut","New England","HARTFORD","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"ND0090200","Fargo","","City","ND","North Dakota","West North Central","CASS","Midwest","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2013,"VA062SP00","State Police:","Nelson County","State Police","VA","Virginia","South Atlantic","NELSON","South","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"TX0210200","College Station","","City","TX","Texas","West South Central","BRAZOS","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,2,0
2020,"TX0210200","College Station","","City","TX","Texas","West South Central","BRAZOS","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"TX0210200","College Station","","City","TX","Texas","West South Central","BRAZOS","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"TX0210200","College Station","","City","TX","Texas","West South Central","BRAZOS","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"TX0210200","College Station","","City","TX","Texas","West South Central","BRAZOS","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"KY0370000","Franklin","","County","KY","Kentucky","East South Central","FRANKLIN","South","8C","Non-MSA counties from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",3,0,0,0
2019,"KY0370000","Franklin","","County","KY","Kentucky","East South Central","FRANKLIN","South","8C","Non-MSA counties from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"KY0370000","Franklin","","County","KY","Kentucky","East South Central","FRANKLIN","South","8C","Non-MSA counties from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2020,"INISP0000","Indiana State Police","","State Police","IN","Indiana","East North Central","","Midwest","8D","Non-MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2020,"INISP0000","Indiana State Police","","State Police","IN","Indiana","East North Central","","Midwest","8D","Non-MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"INISP0000","Indiana State Police","","State Police","IN","Indiana","East North Central","","Midwest","8D","Non-MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TX1290100","Forney","","City","TX","Texas","West South Central","KAUFMAN","South","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2020,"NC0510400","Four Oaks","","City","NC","North Carolina","South Atlantic","JOHNSTON","South","7","Cities under 2,500",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2018,"TX2400000","Webb","","County","TX","Texas","West South Central","WEBB","South","9D","MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2018,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","MEDINA; BEXAR","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","MEDINA; BEXAR","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"AR0630100","Benton","","City","AR","Arkansas","West South Central","SALINE","South","4","Cities from 25,000 thru 49,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2017,"KY1140000","Warren","","County","KY","Kentucky","East South Central","WARREN","South","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"TX0313800","Los Indios","","City","TX","Texas","West South Central","CAMERON","South","7","Cities under 2,500",82,"Human Trafficking","Involuntary Servitude",1,0,1,1
2020,"AZ0071700","Mesa","","City","AZ","Arizona","Mountain","MARICOPA","West","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",4,0,0,0
2017,"ME0160100","Biddeford","","City","ME","Maine","New England","YORK","Northeast","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"TN0130000","Claiborne","","County","TN","Tennessee","East South Central","CLAIBORNE","South","8B","Non-MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2020,"KY0080000","Boone","","County","KY","Kentucky","East South Central","BOONE","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2018,"TX2200000","Tarrant","","County","TX","Texas","West South Central","TARRANT","South","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",3,0,0,0
2017,"TN0170000","Crockett","","County","TN","Tennessee","East South Central","CROCKETT","South","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"TN0360500","Saltillo","","City","TN","Tennessee","East South Central","HARDIN","South","7","Cities under 2,500",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"KY0300100","Owensboro","","City","KY","Kentucky","East South Central","DAVIESS","South","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"KY1180100","Corbin","","City","KY","Kentucky","East South Central","KNOX; WHITLEY","South","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"WI0110300","Columbus","","City","WI","Wisconsin","East North Central","COLUMBIA","Midwest","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MN0250800","Zumbrota","","City","MN","Minnesota","West North Central","GOODHUE","Midwest","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",5,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2020,"INIPD0000","Indianapolis","","City","IN","Indiana","East North Central","MARION","Midwest","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",3,0,0,0
2017,"ME0010100","Auburn","","City","ME","Maine","New England","ANDROSCOGGIN","Northeast","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2020,"MN0620800","Roseville","","City","MN","Minnesota","West North Central","RAMSEY","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"MI6160300","Muskegon","","City","MI","Michigan","East North Central","MUSKEGON","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"KY1140100","Bowling Green","","City","KY","Kentucky","East South Central","WARREN","South","3","Cities from 50,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2017,"ND0090200","Fargo","","City","ND","North Dakota","West North Central","CASS","Midwest","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2017,"ND0180100","Grand Forks","","City","ND","North Dakota","West North Central","GRAND FORKS","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"AZ0080100","Kingman","","City","AZ","Arizona","Mountain","MOHAVE","West","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"KY0370000","Franklin","","County","KY","Kentucky","East South Central","FRANKLIN","South","8C","Non-MSA counties from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",10,0,0,0
2017,"KY0370000","Franklin","","County","KY","Kentucky","East South Central","FRANKLIN","South","8C","Non-MSA counties from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",3,0,0,0
2019,"MA0030200","Attleboro","","City","MA","Massachusetts","New England","BRISTOL","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"NB0710100","Columbus","","City","NB","Nebraska","West North Central","PLATTE","Midwest","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"IN349SP00","State Police:","Marion County","State Police","IN","Indiana","East North Central","MARION","Midwest","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"IN349SP00","State Police:","Marion County","State Police","IN","Indiana","East North Central","MARION","Midwest","9D","MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2018,"MI8121800","Ann Arbor","","City","MI","Michigan","East North Central","WASHTENAW","Midwest","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"MI8121800","Ann Arbor","","City","MI","Michigan","East North Central","WASHTENAW","Midwest","2","Cities from 100,000 thru 249,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2020,"TX0350000","Castro","","County","TX","Texas","West South Central","CASTRO","South","8D","Non-MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2019,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","MEDINA; BEXAR","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"TX0140700","Temple","","City","TX","Texas","West South Central","BELL","South","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TX0140700","Temple","","City","TX","Texas","West South Central","BELL","South","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"TX0140700","Temple","","City","TX","Texas","West South Central","BELL","South","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"IN367SP00","State Police:","Putnam County","State Police","IN","Indiana","East North Central","PUTNAM","Midwest","9D","MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",2,0,2,0
2019,"VA002SP00","State Police:","Albemarle County","State Police","VA","Virginia","South Atlantic","ALBEMARLE","South","9D","MSA counties under 10,000",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2020,"MN0190900","Inver Grove Heights","","City","MN","Minnesota","West North Central","DAKOTA","Midwest","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"NJNPD0000","Newark","","City","NJ","New Jersey","Middle Atlantic","ESSEX","Northeast","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MA0122400","Scituate","","City","MA","Massachusetts","New England","PLYMOUTH","Northeast","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"SC0120000","Chester","","County","SC","South Carolina","South Atlantic","CHESTER","South","9C","MSA counties from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"SC0320400","Lexington","","City","SC","South Carolina","South Atlantic","LEXINGTON","South","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2019,"MA0095400","Woburn","","City","MA","Massachusetts","New England","MIDDLESEX","Northeast","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2018,"MA0130400","Revere","","City","MA","Massachusetts","New England","SUFFOLK","Northeast","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MA0130400","Revere","","City","MA","Massachusetts","New England","SUFFOLK","Northeast","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MA0142300","Lancaster","","City","MA","Massachusetts","New England","WORCESTER","Northeast","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"TX0150000","Bexar","","County","TX","Texas","West South Central","BEXAR","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2019,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","MEDINA; BEXAR","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","MEDINA; BEXAR","South","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",5,1,1,0
2020,"TX0843100","Independent School District:","Galveston","Other","TX","Texas","West South Central","GALVESTON","South","7","Cities under 2,500",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2019,"TX1010000","Harris","","County","TX","Texas","West South Central","HARRIS","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"MA0120300","Brockton","","City","MA","Massachusetts","New England","PLYMOUTH","Northeast","3","Cities from 50,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2018,"MA0120300","Brockton","","City","MA","Massachusetts","New England","PLYMOUTH","Northeast","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"VT0041300","Chittenden Unit for Special Investigations","","Other","VT","Vermont","New England","CHITTENDEN","Northeast","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2017,"KY0570100","Nicholasville","","City","KY","Kentucky","East South Central","JESSAMINE","South","4","Cities from 25,000 thru 49,999",82,"Human Trafficking","Involuntary Servitude",10,0,0,0
2018,"MA0120300","Brockton","","City","MA","Massachusetts","New England","PLYMOUTH","Northeast","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"TX0130000","Bee","","County","TX","Texas","West South Central","BEE","South","8C","Non-MSA counties from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2017,"ID0010100","Boise","","City","ID","Idaho","Mountain","ADA","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2018,"HI0020000","Honolulu","","City","HI","Hawaii","Pacific","HONOLULU","West","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"CO0010200","Brighton","","City","CO","Colorado","Mountain","WELD; ADAMS","West","4","Cities from 25,000 thru 49,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"MN0180100","Brainerd","","City","MN","Minnesota","West North Central","CROW WING","Midwest","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"NC0320000","Durham","","County","NC","North Carolina","South Atlantic","DURHAM","South","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"WA0320100","Cheney","","City","WA","Washington","Pacific","SPOKANE","West","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2017,"MI3949900","Kalamazoo","","City","MI","Michigan","East North Central","KALAMAZOO","Midwest","3","Cities from 50,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",2,0,0,0
2020,"TN0330000","Hamilton","","County","TN","Tennessee","East South Central","HAMILTON","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","CLARK","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",11,0,7,0
2019,"CT0008900","New Britain","","City","CT","Connecticut","New England","HARTFORD","Northeast","3","Cities from 50,000 thru 99,999",82,"Human Trafficking","Involuntary Servitude",1,0,0,0
2019,"CT0008900","New Britain","","City","CT","Connecticut","New England","HARTFORD","Northeast","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","CLARK","West","1A","Cities 1,000,000 or over",81,"Human Trafficking","Commercial Sex Acts",19,0,5,0
2019,"MD0080400","Elkton","","City","MD","Maryland","South Atlantic","CECIL","South","5","Cities from 10,000 thru 24,999",82,"Human Trafficking","Involuntary Servitude",4,0,0,0
2018,"LA0280000","Lafayette","","County","LA","Louisiana","West South Central","LAFAYETTE","South","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,6,0
2019,"IL0162500","Des Plaines","","City","IL","Illinois","East North Central","COOK","Midwest","3","Cities from 50,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"MN0620900","St. Paul","","City","MN","Minnesota","West North Central","RAMSEY","Midwest","1C","Cities from 250,000 thru 499,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"LA0090100","Shreveport","","City","LA","Louisiana","West South Central","BOSSIER; CADDO","South","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"GA0080100","Cartersville","","City","GA","Georgia","South Atlantic","BARTOW","South","5","Cities from 10,000 thru 24,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"TN0060000","Bradley","","County","TN","Tennessee","East South Central","BRADLEY","South","9B","MSA counties from 25,000 thru 99,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"WA0270000","Pierce","","County","WA","Washington","Pacific","PIERCE","West","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",2,0,2,0
2019,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",1,0,1,0
2019,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",2,0,1,0
2019,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",82,"Human Trafficking","Involuntary Servitude",2,0,2,0
2020,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"MD0172100","Prince George's County Police Department","","County","MD","Maryland","South Atlantic","PRINCE GEORGE'S","South","9A","MSA counties 100,000 or over",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"MT0210100","Havre","","City","MT","Montana","Mountain","HILL","West","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"WVWSP5200","State Police:","Wayne","State Police","WV","West Virginia","South Atlantic","WAYNE","South","9D","MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"PA0233300","Tinicum Township, Delaware County","","City","PA","Pennsylvania","Middle Atlantic","DELAWARE","Northeast","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",4,0,0,0
2019,"WV0290100","Keyser","","City","WV","West Virginia","South Atlantic","MINERAL","South","6","Cities from 2,500 thru 9,999",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",4,0,0,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,3,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",3,0,0,0
2020,"WA0320400","Spokane","","City","WA","Washington","Pacific","SPOKANE","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",2,0,0,0
2019,"AZ0072100","Peoria","","City","AZ","Arizona","Mountain","MARICOPA","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2018,"WA0171300","Renton","","City","WA","Washington","Pacific","KING","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2016,"TX2201200","Fort Worth","","City","TX","Texas","West South Central","PARKER; DENTON; TARRANT","South","1B","Cities from 500,000 thru 999,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2020,"WA0173700","SeaTac","","City","WA","Washington","Pacific","KING","West","4","Cities from 25,000 thru 49,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"WA0171300","Renton","","City","WA","Washington","Pacific","KING","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",8,0,8,0
2019,"WA0171300","Renton","","City","WA","Washington","Pacific","KING","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"WA0171300","Renton","","City","WA","Washington","Pacific","KING","West","2","Cities from 100,000 thru 249,999",81,"Human Trafficking","Commercial Sex Acts",5,0,1,0
2019,"WVWSP1700","State Police:","Harrisville","State Police","WV","West Virginia","South Atlantic","RITCHIE","South","8D","Non-MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,0,0
2019,"WVWSP1700","State Police:","Harrisville","State Police","WV","West Virginia","South Atlantic","RITCHIE","South","8D","Non-MSA counties under 10,000",81,"Human Trafficking","Commercial Sex Acts",1,0,1,0
